SITE,TYPE,YEAR,MONTH,DAY,DATE,TEMP,FLDCOND,LABCOND,FLDPH,LABPH,ANC,CA,MG,NA,K,NH4,NH4_NREL,SO4,NO3,NO3_NREL,PO4,CL,F,SiO2,AL,FE,MN,LAB,DOC,TDN,NH4 calc,NO3 calc,TIN,TDN calc,DON,PO4_NREL,PO4_NREL calc,TP_NREL,TP_NREL calc,DOP,TP_HSWL,CHL_A
ANDREWS.CRK,NORMAL,1993,7,19,7/19/93,,8.2,,6.6,6.4,27.9,0.8,0.12,0.37,0.12,,,1.02,0.88,,,0.11,,1.647,10,,,RESTON,0.27,,,0.88,,,,,,,,,,
ANDREWS.CRK,NORMAL,1993,8,23,8/23/93,,7.9,,6.7,6.4,36,0.77,0.11,0.4,0.12,0.03,,1.07,0.75,,,0.1,0.07,1.797,9,,,RESTON,0.11,,0.03,0.75,0.19255604,,,,,,,,,
ANDREWS.CRK,NORMAL,1993,9,27,9/27/93,,,,6.7,6.5,27.6,1.14,0.17,0.51,0.14,0.07,,1.85,1.29,,,0.14,0.09,2.46,18,,,RESTON,0.35,,0.07,1.29,0.345459954,,,,,,,,,
ANDREWS.CRK,NORMAL,1993,9,27,9/27/93,,,10.4,6.7,6.7,36.8,1.46,0.2,0.54,0.15,<0.01,,1.64,1.41,,,0.1,,,,,,USFS,,,0.005,1.41,0.322160393,,,,,,,,,
ANDREWS.CRK,NORMAL,1993,10,25,10/25/93,,14.8,10.8,6.7,6.7,44,1.24,0.2,0.53,0.15,<0.01,,1.63,1.35,,,0.1,,,,,,USFS,1,,0.005,1.35,0.308616375,,,,,,,,,
ANDREWS.CRK,NORMAL,1993,10,26,10/26/93,,14.8,10.8,6.7,6.7,44,1.24,0.2,0.53,0.15,<0.01,,1.63,1.35,,<0.003,0.1,,,,,,USFS,1,,0.005,1.35,0.308616375,,,,,,,,,
ANDREWS.CRK,NORMAL,1994,5,31,5/31/94,2,13.1,10.5,6.6,6.5,28.6,1.34,0.23,0.52,0.29,0.04,,1.31,1.65,,,0.18,,2.3,,,,USFS,3.2,,0.04,1.65,0.403468249,,,,,,,,,
ANDREWS.CRK,NORMAL,1994,7,5,7/5/94,4,7.8,8,6.6,6.4,26.4,0.72,0.12,0.33,0.1,<0.01,,0.96,1.09,,,0.08,,1.6,,,,USFS,0.45,,0.005,1.09,0.24992563,,,,,,,,,
ANDREWS.CRK,NORMAL,1994,8,30,8/30/94,,8.6,8.5,6.9,6.4,31,0.92,0.14,0.37,0.09,<0.01,,1.13,1.21,,<0.003,0.08,,2,,,,USFS,0.72,,0.005,1.21,0.277013667,,,,,,,,,
ANDREWS.CRK,NORMAL,1994,10,4,10/4/94,3.5,12.2,10.4,7.1,6.1,38.2,1.31,0.2,0.5,0.15,<0.01,,1.31,1.48,,<0.003,0.09,,2.4,,,,USFS,,,0.005,1.48,0.337961748,,,,,,,,,
ANDREWS.CRK,NORMAL,1995,9,5,9/5/95,8,7.2,6.7,6.7,6.5,29.2,1.01,0.14,0.36,0.09,<0.01,,0.89,0.72,,<0.003,0.01,,2.5,,,,USFS,0.64,,0.005,0.72,0.166404186,,,,,,,,,
ANDREWS.CRK,NORMAL,1996,6,4,6/4/96,2,14.5,11.3,6.5,6,31.1,1.51,0.25,0.5,0.23,0.02,,1.52,1.8,,<0.003,0.18,,,,,,USFS,2.06,,0.02,1.8,0.421824418,,,,,,,,,
ANDREWS.CRK,NORMAL,1996,7,30,7/30/96,4,7.7,7.8,6.8,5.7,34.5,0.9,0.14,0.32,0.1,<0.01,,0.93,0.93,,<0.003,0.05,,,,,,USFS,0.84,,0.005,0.93,0.213808249,,,,,,,,,
ANDREWS.CRK,NORMAL,1996,9,10,9/10/96,7,9.2,8.5,6.5,5.8,39.1,0.77,0.14,0.44,0.14,<0.01,,1.1,1.15,,<0.003,0.16,,,,,,USFS,0.73,,0.005,1.15,0.263469648,,,,,,,,,
ANDREWS.CRK,NORMAL,1997,6,17,6/17/97,3,12,9.8,6.5,6.2,33.9,1.03,0.17,0.39,0.14,0.09,,1.21,1.45,,<0.003,0.1,,2.13,,,,USFS,1.6,,0.09,1.45,0.397081212,,,,,,,,,
ANDREWS.CRK,NORMAL,1997,7,22,7/22/97,4,6.8,7,6.8,6.2,26.1,0.69,0.11,0.31,0.09,<0.01,,0.79,0.94,,<0.003,0.05,,1.74,,,,USFS,0.3,,0.005,0.94,0.216065585,,,,,,,,,
ANDREWS.CRK,NORMAL,1997,9,2,9/2/97,,7.7,7.4,6.7,6.5,28.5,0.81,0.13,0.39,0.14,<0.01,,0.99,0.83,,<0.003,0.11,,1.85,,,,USFS,0.8,,0.005,0.83,0.191234885,,,,,,,,,
ANDREWS.CRK,NORMAL,1997,10,7,10/7/97,4,13,8.7,6.8,6.3,36.9,1.27,0.18,0.54,0.13,0.03,,1.52,1.51,,<0.003,0.1,,2.6,,,,USFS,1.1,,0.03,1.51,0.364113602,,,,,,,,,
ANDREWS.CRK,NORMAL,1998,8,25,8/25/98,,9,7.8,6.6,6.4,27.1,0.73,0.13,0.39,0.1,0.02,,0.98,0.81,,<0.003,0.07,0.05,1.83,,,,USFS,0.56,,0.02,0.81,0.19834812,,,,,,,,,
ANDREWS.CRK,NORMAL,1998,10,13,10/13/98,3.3,11.6,10.8,6.9,6.3,39.8,1.17,0.19,0.54,0.13,<0.01,,1.53,1.45,,<0.003,0.09,0.05,2.71,,,,USFS,0.6,,0.005,1.45,0.331189739,,,,,,,,,
ANDREWS.CRK,NORMAL,1999,7,13,7/13/99,,,6.8,6,6.3,26.3,0.79,0.13,0.36,0.14,0.02,,0.86,1.05,,<0.015,0.12,0.04,1.78,,,,USFS,0.7,0.393,0.02,1.05,0.252524192,0.393,0.140475808,0.003,0.003,0.003,0.003,<0.001,,
ANDREWS.CRK,NORMAL,1999,8,24,8/24/99,,9.5,9,6.4,6.3,37.4,0.65,0.11,0.45,0.24,0.05,,1.05,0.95,,<0.015,0.24,0.05,1.96,,,,USFS,0.47,0.282,0.05,0.95,0.253206643,0.282,0.028793357,0.02,0.02,0.017,0.017,<0.001,,
ANDREWS.CRK,NORMAL,1999,9,28,9/28/99,0.2,11.5,10.2,6.4,6.3,35,0.95,0.16,0.46,0.09,<0.01,,1.6,1.23,,<0.015,0.08,0.07,2.55,,,,USFS,0.47,0.339,0.005,1.23,0.281528339,0.339,0.057471661,0.003,0.003,0.003,0.003,<0.001,,
ANDREWS.CRK,NORMAL,2000,6,13,6/13/00,2.9,9.6,8.7,6.7,6.2,32.4,1.29,0.18,0.35,0.16,0.05,,1.09,1.49,,<0.015,0.22,0.07,2.264,,,,USFS,0.62,0.368,0.05,1.49,0.375102805,0.368,<0.01,0.005,0.005,0.004,0.004,<0.001,,
ANDREWS.CRK,NORMAL,2000,7,11,7/11/00,5.3,7.5,7.8,6.4,6.2,33.1,0.86,0.13,0.34,0.12,<0.01,,0.9,0.93,,<0.015,0.05,0.08,2.046,,,,USFS,0.65,0.254,0.005,0.93,0.213808249,0.254,0.040191751,0.004,0.004,0.005,0.005,0.001,,
ANDREWS.CRK,NORMAL,2000,8,15,8/15/00,6.9,8,8.2,6.6,6.2,29.8,0.85,0.14,0.38,0.18,0.06,,0.96,0.84,,<0.015,0.13,0.09,1.977,,,,USFS,1.4,0.279,0.06,0.84,0.236127881,0.279,0.042872119,0.003,0.003,0.003,0.003,<0.001,,
ANDREWS.CRK,NORMAL,2000,9,12,9/12/00,7,11.2,10.3,6.8,6.4,36.5,1.17,0.18,0.56,0.16,0.04,,1.35,1.39,,<0.015,0.09,0.06,3.136,,,,USFS,1.4,0.364,0.04,1.39,0.344777504,0.364,0.019222496,0.002,0.002,0.003,0.003,0.001,,
ANDREWS.CRK,NORMAL,2001,6,19,6/19/01,3.4,10.6,10.4,6.7,6.2,17.8,1.14,0.18,0.4,0.15,0.03,,1.21,1.87,,<0.015,0.15,0.07,1.96,,,,USFS,0.6,0.427,0.03,1.87,0.44537771,0.427,<0.01,0.004,0.004,0.005,0.005,0.001,,
ANDREWS.CRK,NORMAL,2001,7,24,7/24/01,6.8,10.1,8.8,6.7,6.3,14,0.9,0.14,0.4,0.13,<0.01,,1.18,1.22,,<0.015,0.07,0.07,1.91,,,,USFS,0.59,0.328,0.005,1.22,0.279271003,0.328,0.048728997,0.005,0.005,0.007,0.007,0.002,,
ANDREWS.CRK,NORMAL,2001,8,21,8/21/01,,,11.3,6.9,6.3,22,1.27,0.2,0.53,0.16,<0.01,,1.58,1.81,,<0.015,0.1,0.07,2.29,,,,USFS,0.74,0.438,0.005,1.81,0.412453847,0.438,0.025546153,0.004,0.004,0.005,0.005,0.001,,
ANDREWS.CRK,NORMAL,2001,9,25,9/25/01,6.5,15.7,114.9,6.9,6.6,31.5,1.53,0.23,0.63,0.16,<0.01,,2.14,2.18,,0.04,0.18,0.08,2.1,,,,USFS,,,0.005,2.18,0.495975292,,,,,,,,,
ANDREWS.CRK,NORMAL,2001,10,23,10/23/01,-0.5,14.2,14.2,6.6,6.5,35.5,1.45,0.22,0.6,0.16,<0.01,,1.94,2.03,,<0.015,0.12,0.08,2.86,,,,USFS,0.7,0.482,0.005,2.03,0.462115247,0.482,0.019884753,0.002,0.002,0.001,0.001,<0.001,,
ANDREWS.CRK,NORMAL,2002,6,18,6/18/02,5,13.7,12.2,6.8,6.4,27.3,1.31,0.2,0.49,0.19,0.02,,1.57,2.22,,<0.015,0.16,<0.01,1.999,,,,USFS,0.42,0.524,0.02,2.22,0.516632544,0.524,0.007367456,0.002,0.002,0.002,0.002,<0.001,,
ANDREWS.CRK,NORMAL,2002,7,23,7/23/02,8,8.4,11.4,6.6,6.5,17.4,1.19,0.18,0.47,0.19,0.02,,1.42,1.72,,<0.015,0.1,0.08,2.075,,,,USFS,,,0.02,1.72,0.403765727,,,,,,,,,
ANDREWS.CRK,NORMAL,2002,8,20,8/20/02,7,9.9,11,6.8,6.6,30,1.19,0.18,0.58,0.19,<0.01,,1.46,1.82,,<0.015,0.1,0.07,2.18,,,,USFS,0.26,0.433,0.005,1.82,0.414711183,0.433,0.018288817,0.001,0.001,0.002,0.002,0.001,,
ANDREWS.CRK,NORMAL,2002,9,24,9/24/02,5,,15,6.8,6.6,37.5,1.72,0.26,0.65,0.17,<0.01,,2.24,2.66,,<0.015,0.14,0.09,2.722,,,,USFS,0.2,0.584,0.005,2.66,0.604327436,0.584,<0.01,0.001,0.001,0.001,0.001,<0.001,,
ANDREWS.CRK,NORMAL,2003,6,17,6/17/03,2.1,13.1,12.8,6.8,6.5,28.7,1.36,0.21,0.5,0.19,<0.01,,1.49,2.33,,<0.04,0.14,0.04,2.38,,,,USFS,0.98,0.557,0.005,2.33,0.529835337,0.557,0.027164663,0.003,0.003,0.003,0.003,<0.001,,
ANDREWS.CRK,NORMAL,2003,7,15,7/15/03,4.9,8.7,11.9,6.8,6.6,30.2,0.98,0.15,0.39,0.16,<0.01,,1.1,1.13,,<0.04,0.07,0.06,1.77,,,,USFS,0.4,0.284,0.005,1.13,0.258954976,0.284,0.025045024,0.005,0.005,0.004,0.004,<0.001,,
ANDREWS.CRK,NORMAL,2003,8,19,8/19/03,5.2,11.5,12.2,6.8,6.5,24.9,1.27,0.2,0.49,0.17,<0.01,,1.44,1.76,,<0.04,0.09,0.06,2.34,,,,USFS,0.52,0.424,0.005,1.76,0.401167165,0.424,0.022832835,0.002,0.002,0.005,0.005,0.003,,
ANDREWS.CRK,NORMAL,2003,9,23,9/23/03,4,14.7,14.5,6.9,6.6,37.8,2.17,0.33,0.69,0.2,0.02,,3.28,2.26,,<0.04,<0.02,0.17,2.75,,,,USFS,0.41,0.533,0.02,2.26,0.52566189,0.533,0.00733811,0.001,0.001,0.004,0.004,0.003,,
ANDREWS.CRK,NORMAL,2004,6,15,6/15/04,4,13,13.1,6.5,6.6,19.2,1.49,0.23,0.5,0.24,<0.01,,1.59,2.43,,<0.04,0.13,0.04,2.12,,,,USFS,0.65,0.576,0.005,2.43,0.5524087,0.576,0.0235913,0.005,0.005,0.004,0.004,<0.001,,
ANDREWS.CRK,NORMAL,2004,7,20,7/20/04,6.3,10.6,10.7,6.5,6.5,21.7,1.18,0.22,0.47,0.2,<0.01,,1.36,1.6,,<0.04,0.09,0.05,1.97,,,,USFS,0.41,0.407,0.005,1.6,0.365049784,0.407,0.041950216,0.007,0.007,0.004,0.004,<0.001,,
ANDREWS.CRK,NORMAL,2004,8,17,8/17/04,8.5,10.6,11,6.4,6.6,25.5,1.14,0.2,0.47,0.16,<0.01,,1.59,1.49,,<0.04,0.09,0.06,2.1,,,,USFS,0.22,0.354,0.005,1.49,0.340219084,0.354,0.013780916,0.004,0.004,0.002,0.002,<0.001,,
ANDREWS.CRK,NORMAL,2005,6,28,6/28/05,3.4,11.2,11.2,6.96,6.487,20.1,1.22,0.19,0.47,0.11,<0.01,,1.48,1.85,,<0.04,0.12,0.07,2.75,,,,USFS,0.6482,0.409,0.005,1.85,0.421483192,0.409,<0.01,,,,,,,
ANDREWS.CRK,NORMAL,2005,7,19,7/19/05,6.4,,10.27,7.02,6.454,66.9,1.08,0.17,0.45,0.18,<0.01,,1.25,1.51,,<0.04,0.12,0.08,2.092,,,,USFS,0.437,0.355,0.005,1.51,0.344733757,0.355,0.010266243,,,,,,,
ANDREWS.CRK,NORMAL,2005,8,16,8/16/05,5.7,11.1,11.04,6.82,6.602,31,1.2,0.19,0.5,0.18,0.01,,1.68,1.53,,<0.04,0.1,0.07,2.368,,,,USFS,0.4045,0.3513,0.01,1.53,0.353124398,0.3513,<0.01,,,,,,,
ANDREWS.CRK,NORMAL,2005,9,19,9/19/05,4.7,13.7,17.74,7.09,6.498,20.9,1.88,0.26,0.63,0.2,<0.01,,3.31,2.37,,<0.04,0.11,0.12,1.696,,,,USFS,0.3853,0.35,0.005,2.37,0.538864682,0.35,<0.01,,,,,,,
ANDREWS.CRK,NORMAL,2006,6,20,6/20/06,4.5,6.6,11.14,5.99,6.47,27.57,1.01,0.16,0.43,0.12,<0.01,,1.44,1.6,,<0.04,0.08,0.05,2.166,,,,USFS,0.4329,0.4487,0.005,1.6,0.365049784,0.4487,0.083650216,,,,,,,
ANDREWS.CRK,NORMAL,2006,7,18,7/18/06,7.7,7.8,9.04,6.23,6.55,27.36,0.85,0.13,0.41,0.12,<0.01,,1.27,1.19,,<0.04,0.06,0.05,1.939,,,,USFS,0.2839,0.3349,0.005,1.19,0.272498994,0.3349,0.062401006,,,,,,,
ANDREWS.CRK,NORMAL,2006,8,15,8/15/06,7.7,6.6,9.7,6.19,6.631,26.3,0.81,0.13,0.42,0.12,<0.01,,1.35,0.81,,<0.04,0.05,0.05,2.444,,,,USFS,0.312,0.4205,0.005,0.81,0.186720213,0.4205,0.233779787,,,,,,,
ANDREWS.CRK,NORMAL,2006,9,19,9/19/06,4,11.6,16.2,6.43,6.74,29.44,1.59,0.2,0.6,0.16,<0.01,,2.42,1.99,,<0.04,0.09,0.06,3.05,,,,USFS,,,0.005,1.99,0.453085901,,,,,,,,,
ANDREWS.CRK,NORMAL,2007,6,19,6/19/07,4.9,11.8,12.2,6.62,6.54,28.04,1.3,0.2,0.48,0.15,<0.01,,1.63,1.98,,<0.04,0.1,0.05,2.713,,,,USFS,1.279,0.432,0.005,1.98,0.450828565,0.432,<0.01,,,,,,,
ANDREWS.CRK,NORMAL,2007,7,17,7/17/07,5,9.3,9.98,6.7,6.64,25.14,1,0.15,0.43,0.14,0.02,,1.34,1.3,,<0.04,0.08,0.2,2.315,,,,USFS,0.29,0.326,0.02,1.3,0.308957601,0.326,0.017042399,,,,,,,
ANDREWS.CRK,NORMAL,2007,8,14,8/14/07,5.4,9.7,9.96,6.62,6.61,32.72,1.11,0.16,0.47,0.13,0.02,,1.41,1.45,,<0.04,0.11,0.2,2.263,,,,USFS,0.271,0.371785714,0.02,1.45,0.342817646,0.371785714,0.028968069,,,,,,,
ANDREWS.CRK,NORMAL,2007,9,18,9/18/07,3.4,15.6,15.47,6.76,6.73,40.07,1.76,0.26,0.71,0.22,<0.01,,2.48,2.3,,<0.04,0.14,0.06,3.136,,,,USFS,0.452,0.595,0.005,2.3,0.523063328,0.595,0.071936672,,,,,,,
ANDREWS.CRK,NORMAL,2008,6,17,6/17/08,1.4,12.4,12.13,6.69,6.53,34.43,1.356,0.222,0.466,0.194,<0.01,,1.585491976,1.674414504,,<0.04,0.151798284,0.048935169,2.17,,,,USFS,1.858,0.731785714,0.005,1.674414504,0.38184764,0.731785714,0.349938074,,,,,,,
ANDREWS.CRK,NORMAL,2008,7,15,7/15/08,4.5,10.9,9.69,6.61,6.64,38.34,1.069,0.157,0.433,0.163,0.034,,1.235157882,1.310483122,,<0.04,0.248250158,0.055194951,1.68,,,,USFS,0.498,0.492857143,0.034,1.310483122,0.322176707,0.492857143,0.170680436,,,,,,,
ANDREWS.CRK,NORMAL,2008,8,12,8/12/08,8.4,9.5,9.61,6.63,6.71,32.01,0.988,0.148,0.428,0.144,0.011,,1.296364197,1.134251645,,<0.04,0.089468474,0.065529609,1.81,,,,USFS,0.293,0.326785714,0.011,1.134251645,0.264565878,0.326785714,0.062219836,,,,,,,
ANDREWS.CRK,NORMAL,2008,9,16,9/16/08,5.4,14.7,14.13,6.8,6.7579,41.2948,1.517,0.227,0.623,0.182,<0.01,,2.207817128,1.820230677,,<0.04,0.106346316,0.079876117,2.75,,,,USFS,0.8774,0.554571429,0.005,1.820230677,0.414763255,0.554571429,0.139808174,,,,,,,
ANDREWS.CRK,NORMAL,2009,6,16,6/16/09,2.7,12.1,13.18,6.86,6.641,44.68,1.473,0.228,0.643,0.286,0.099,,1.847998981,1.393783781,,<0.04,0.178095795,0.050010259,2.48,,,,USFS,1.346,0.47025,0.099,1.393783781,0.391368064,0.47025,0.078881936,,,,,,,
ANDREWS.CRK,NORMAL,2009,7,14,7/14/09,4.5,7.8,8.78,6.96,6.62,31.99,0.966,0.147,0.427,0.16,0.04,,1.0879,0.8632,,<0.04,0.1168,0.0575,1.79,,,,USFS,0.4792,0.337285714,0.04,0.8632,0.225861025,0.337285714,0.111424689,,,,,,,
ANDREWS.CRK,NORMAL,2009,8,18,8/18/09,4.9,8.9,8.85,7.01,6.53,39.84,1.006,0.142,0.473,0.127,0.045,,1.3796,0.8641,,<0.04,0.0609,0.1934,2.02,,,,USFS,0.2887,0.258857143,0.045,0.8641,0.229940154,0.258857143,0.028916989,,,,,,,
ANDREWS.CRK,NORMAL,2009,9,15,9/15/09,4.1,10.9,11.47,6.94,6.46,48.38,1.179,0.169,0.536,0.245,0.06,,1.5968,1.0501,,<0.04,0.1137,0.1873,2.42,,,,USFS,0.8285,0.367821429,0.06,1.0501,0.283554517,0.367821429,0.084266911,,,,,,,
ANDREWS.CRK,NORMAL,2010,6,22,6/22/10,4.3,6.8,10.7,,6.66,41.54,1.119,0.158,0.391,0.086,0.03,,1.1706,1.3404,,<0.04,0.2519,0.159,1.831965,,,,USFS,0.784,0.3479,0.03,1.3404,0.325829177,0.3479,0.022070823,,,,,,,
ANDREWS.CRK,NORMAL,2010,7,20,7/20/10,6.7,5.7,8.01,,6.65,39.15,0.837,0.125,0.368,0.08,0.036,,0.9595,0.7809,,<0.04,0.2105,0.1205,1.62298,,,,USFS,0.3729,0.2088,0.036,0.7809,0.204182372,0.2088,0.004617628,,,,,,,
ANDREWS.CRK,NORMAL,2010,8,17,8/17/10,7.3,6.1,9.42,,6.73,38.09,1.016,0.144,0.49,0.164,0.029,,1.1756,0.9719,,<0.04,0.3187,0.2359,1.66157,,,,USFS,0.3856,0.253,0.029,0.9719,0.241871139,0.253,0.011128861,,,,,,,
ANDREWS.CRK,NORMAL,2010,9,14,9/14/10,5.2,8,11.97,,6.65,24.8,1.35,0.202,0.66,0.195,0.079,,1.6103,1.2457,,<0.04,0.0865,0.3132,2.59816,,,,USFS,0.2859,0.2878,0.079,1.2457,0.342436698,0.2878,<0.01,,,,,,,
ANDREWS.TI,QA,1982,6,8,6/8/82,5,12.6,,6.3,,32.2,1.1,0.26,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,NORMAL,1982,6,8,6/8/82,5,12.6,,6.3,,32.2,1.1,0.26,0.45,0.18,,,1.83,1.55,,0.01,0.16,,,,,,USGS,,,,1.55,,,,,,,,,,
ANDREWS.TI,QA,1982,6,29,6/29/82,5,12.7,,6.5,,22.5,,,,,,,1.59,1.77,,,0.11,,,,,,USGS,,,,1.77,,,,,,,,,,
ANDREWS.TI,NORMAL,1982,6,29,6/29/82,5,12.7,,6.5,,22.5,1.09,0.2,0.35,0.1,,,1.59,1.77,,0.01,0.12,,,,,,USGS,,,,1.77,,,,,,,,,,
ANDREWS.TI,QA,1982,8,3,8/3/82,7,7.2,,6.6,,,,0.11,,0.07,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,QA,1982,8,3,8/3/82,7,7.2,,6.6,,18.2,,,0.23,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,NORMAL,1982,8,3,8/3/82,7,7.2,,6.6,,18.2,0.55,0.12,0.24,0.08,,,1,0.88,,0.01,0.48,,,,,,USGS,,,,0.88,,,,,,,,,,
ANDREWS.TI,DUPE,1982,8,3,8/3/82,7,7.2,,6.6,,,0.51,0.11,0.23,0.07,,,1.01,0.9,,0.01,0.21,,,,,,USGS,,,,0.9,,,,,,,,,,
ANDREWS.TI,QA,1982,8,24,8/24/82,7,7.8,,6.3,,33.9,,,,,,,,,,0.01,0.45,,,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,QA,1982,8,24,8/24/82,7,7.3,,6.5,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,QA,1982,8,24,8/24/82,7,7.8,,6.3,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,NORMAL,1982,8,24,8/24/82,7,7.3,,6.5,,,0.59,0.11,0.34,0.12,,,1,0.85,,0.01,3.92,,,,,,USGS,,,,0.85,,,,,,,,,,
ANDREWS.TI,NORMAL,1982,8,24,8/24/82,7,7.8,,6.3,,33.9,0.57,0.11,0.31,0.12,,,1,0.86,,0.01,0.5,,,,,,USGS,,,,0.86,,,,,,,,,,
ANDREWS.TI,DUPE,1982,8,24,8/24/82,7,7.8,,6.3,,,0.62,0.11,0.3,0.13,,,0.99,0.86,,0.01,0.56,,,,,,USGS,,,,0.86,,,,,,,,,,
ANDREWS.TI,QA,1982,9,20,9/20/82,,,,,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,QA,1982,9,21,9/21/82,4,16.7,,5.8,,,,,,,,,,,,,0.14,,,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,NORMAL,1982,9,21,9/21/82,4,16.7,,5.8,,,0.94,0.2,0.46,0.15,,,1.61,1.75,,0.01,0.14,,,,,,USGS,,,,1.75,,,,,,,,,,
ANDREWS.TI,QA,1982,10,21,10/21/82,0,14.2,,5.4,,,,,,,,,,,,,,,2.77,,,,USGS,,,,,,,,,,,,,,
ANDREWS.TI,NORMAL,1982,10,21,10/21/82,0,14.2,,5.4,,,1.27,0.2,0.44,0.12,,,1.47,1.2,,<0.003,0.23,,2.81,,,,USGS,,,,1.2,,,,,,,,,,
ANDREWS.TI,NORMAL,2012,6,28,6/28/12,5.1,6.44,6.76,,5.85,,0.714,0.111,0.237,0.127,0.078,,0.522,0.9301,,<0.04,0.1525,0.0523,0.870311,,,,USFS,0.7704,0.361088,0.078,0.9301,0.27041997,0.361088,0.09066803,,,,,,,
ANDREWS.TI,NORMAL,2012,7,26,7/26/12,4.4,6.13,8.65,,5.89,17.26,0.816,0.12,0.278,0.118,0.126,,0.5449,1.1208,,<0.04,0.0815,0.0799,1.180508,,,,USFS,0.7412,0.359072,0.126,1.1208,0.350676676,0.359072,0.008395324,,,,,,,
ANDREWS.TI,NORMAL,2012,8,15,8/15/12,0.9,7.82,7.13,,5.96,30.66,0.752,0.131,0.392,0.126,0.026,,0.6048,0.6776,,<0.04,0.0546,0.0856,1.491218,,,,USFS,0.3828,0.233856,0.026,0.6776,0.173112149,0.233856,0.060743851,,,,,,,
ANDREWS.TI,NORMAL,2012,9,27,9/27/12,,,4.7,,5.59,53.92,0.45,0.074,0.111,0.11,0.064,,0.2049,0.8492,,<0.04,0.0549,0.0183,0.62181,,,,USFS,0.7489,0.428736,0.064,0.8492,0.241305405,0.428736,0.187430595,,,,,,,
ANDREWS.TI,NORMAL,2013,6,25,6/25/13,0.6,9.42,7.69,,5.95,15.51,0.899,0.136,0.251,0.122,0.112,,0.6026,1.2348,,<0.04,0.1023,0.0312,,,,,USFS,0.846,0.3416,0.112,1.2348,0.365557597,0.3416,<0.01,,,,,,,
ANDREWS.TI,NORMAL,2013,7,30,7/30/13,0.6,1.6,3.75,,6.09,16.12,0.252,0.049,0.061,0.06,0.069,,0.1931,0.5501,,0.3341,0.0368,0.0149,0.706948,,,,USFS,0.6345,0.44072,0.069,0.5501,0.177664444,0.44072,0.263055556,,,,,,,
ANDREWS.TI,NORMAL,2013,8,20,8/20/13,0.6,1.2,2.96,,5.5,-6.36,0.264,0.039,0.042,0.059,0.08,,0.1462,0.238,,<0.04,0.0364,0.0336,,,,,USFS,0.7877,0.1822,0.08,0.238,0.115740109,0.1822,0.066459891,,,,,,,
ANDREWS.TI,NORMAL,2016,8,9,8/9/16,0.6,2,,,,,,,,,,0.184150325,,,0.442206713,,,,,,,,,0.4463,0.188,,,,0.188,,,,,,,34,
ANDREWS.TO,NORMAL,2012,6,28,6/28/12,7.3,6.66,6.98,,5.89,27.79,0.768,0.119,0.237,0.116,0.091,,0.5612,0.9404,,<0.04,0.0935,0.0628,0.808213,,,,USFS,0.8554,0.380016,0.091,0.9404,0.282822545,0.380016,0.097193455,,,,,,,
ANDREWS.TO,NORMAL,2012,7,26,7/26/12,8.4,4.12,4.53,,5.82,21.83,0.486,0.077,0.185,0.08,0.119,,0.2896,0.5012,,<0.04,0.0524,0.0681,0.559088,,,,USFS,0.2764,0.1764,0.119,0.5012,0.20538576,0.1764,<0.01,,,,,,,
ANDREWS.TO,NORMAL,2012,8,15,8/15/12,8.6,4.02,4.39,,5.8,19.68,0.44,0.075,0.194,0.087,0.064,,0.2975,0.3041,,<0.04,0.0588,0.0627,0.683372,,,,USFS,0.7098,0.200256,0.064,0.3041,0.118258001,0.200256,0.081997999,,,,,,,
ANDREWS.TO,NORMAL,2012,9,27,9/27/12,,,5.05,,5.83,38.82,0.525,0.093,0.229,0.108,0.064,,0.2895,0.03,,<0.04,0.0762,0.0198,0.80427,,,,USFS,0.5183,0.243936,0.064,0.03,0.056384412,0.243936,0.187551588,,,,,,,
ANDREWS.TO,NORMAL,2013,6,25,6/25/13,4.5,10.33,8.85,,6,16.86,1.061,0.16,0.3,0.141,0.028,,0.7514,1.6064,,<0.04,0.1242,0.0445,,,,,USFS,1.04,0.4019,0.028,1.6064,0.384323937,0.4019,0.017576063,,,,,,,
ANDREWS.TO,NORMAL,2013,7,30,7/30/13,6.6,3.2,4.26,,5.81,17.76303482,0.501,0.085,0.204,0.086,0.013,,0.3369,0.5455,,<0.04,0.0521,0.0392,0.895276,,,,USFS,0.7578,0.316848,0.013,0.5455,0.133215217,0.316848,0.183632783,,,,,,,
ANDREWS.TO,NORMAL,2013,8,20,8/20/13,8.1,2.8,4.25,,5.73,2.32,0.472,0.077,0.19,0.089,0.017,,0.3533,0.419,,<0.04,0.051,0.0465,,,,,USFS,0.7953,0.1909,0.017,0.419,0.107760687,0.1909,0.083139313,,,,,,,
